ID;name;howToCollect;recyclingRestrictions;recyclingInstructions;
01a6b0bb-4340-4712-9ef2-feafb170ced8;Batteries; WEEE is recyclable if it meets at least one of the following requirements: \n - Plugs in \n - Uses batteries \n - Requires charging \n - Has a picture of a wheeled bin X ”(see below) If there is no option to hand over the old appliance when the new one is delivered, the WEEE can be transported to specialized collection centers (which exist either in stores - for batteries or small appliances - eg Ecotic) , or we can request the collection of WEEE at home, by phone or through websites available to customers (eg Rorec). The collector will be asked what is the minimum quantity for which the collection is made from home / office. \n Before being thrown away or handed over to the collection centers, the batteries of the electric toys will be removed, which will be handed over to recycling centers or battery collection points. \n Car batteries are usually delivered to specialty stores or car dealerships in exchange for new ones purchased; Some industrial batteries;
6f7ed731-51c3-4b3d-aa22-99a8cd239997;Bronze;;;
c0200cc7-90bb-481b-8d52-fc2d356f47e3;Bricks, concrete, rubble; Construction and demolition waste (DCD) is waste resulting from new construction, modernization or demolition of old construction. This type of waste should not be treated in the same way as other types of waste, such as household waste. [1] DCDs are composed of concrete, bricks, rubble, concrete, slabs, tiles, asphalt, etc. They are not biodegradable, often heavy, bulky and overload the landfills. Construction and demolition waste is collected in large containers (at least 3m³) or directly by dump trucks. The collection of this waste - bricks, rubble or concrete - is the responsibility of the citizen to pay for its disposal, because it pollutes. There are also fees for this waste to encourage accountability for pollution. Self-employed persons are required to request the services of specialized or sanitation companies to collect waste.
14c25dab-09f3-4aba-8d90-9926ec6f3e01;Printer cartridges and toner; Printer cartridges will be reused when refilled. This can save up to 60% of the cost of a new cartridge and reduce the amount of waste. The latest printer models on the market offer the possibility of refilling the cartridge even by the user. \n Waste from printer cartridges and toners is collected by specialized operators. Most of this waste comes from companies, being less generated in households. If they cannot be handed over to the collection centers in the area, an authorized collector will be contacted, who will travel to the headquarters / home for a minimum number of cartridges (eg 10 cartridges), depending on the type. of the cartridge. \n Many cartridge manufacturers offer various special programs for collecting printer cartridges and toners (eg buy-back). If used cartridges are sent to them, they will make sure that they are recycled. cartridge recycling is limited, most cartridges can be recycled up to 6 times? They are reconditioned, refilled and then resold to consumers at a lower price than the original new cartridges. Can recycled cartridges have the same quality as new cartridges?
109e8939-c8b7-43b4-9859-d3886946ea44;Cardboard; Remove the adhesive tape from the cardboard boxes. \n The carton must be clean, dry and free from food scraps (eg sauces - as in the case of pizza boxes). If only part of the cardboard is contaminated / dirty, remove the contaminated part (which is collected in household or compostable waste, as appropriate) and the clean part is collected together with the rest of the cardboard waste. Here you can find collection points for cardboard: https://localizare.hartareciclarii.ro/?material=H%C3%A2rtie%20%26%20carton. \n To cover as little volume as possible, the cardboard is folded / flattened so that it reaches a flat shape. The recycling process is the same as for paper. water and various chemicals to separate the fibers from cellulose. The mixture is cleaned of various debris, such as metal staples. The resulting pulp mixture, consisting of 1% fiber and 99% water, is then stretched to form a film, to be pressed to remove much of the water. It is then rolled into rolls and transported to packaging manufacturers, etc. [1]
15206351-c39e-4115-a481-2fdcfe0e14cc;Copper; Any object made of metal can be recycled. The metal is divided into two groups: non-ferrous metals (aluminum, copper, zinc, etc.) and ferrous metals (steel / stainless steel / iron). Use a magnet to figure out which category you fall into. Non-ferrous metals are not magnetic, so the magnet will not stick to them, while ferrous metals are magnetic. \n Metal can come from many sources, from small and large electronics and appliances (some of which are made of different metals - gold, silver, zinc, steel, etc.) to objects used in construction or cans and cans for drinks. \n The most common and valuable recyclable material is aluminum. It is in the form of doses of soft drinks, beer, energy drinks, bottles of perfume or deodorant aerosols; metal containers that have not been emptied of their contents. \n Metal containers for paint or other products, contaminated with solvents or other dangerous substances .;
650fd9ac-dd6a-40ec-91fd-b54bdc975c08;Cans; Have you ever wondered where you can recycle those cans? Cans are used to pack food for animals or people, used as a form of packaging since the 14th century. [1] They are collected in the metal container after being cleaned of any food to prevent contamination. Most cans also have a paper label, which can be removed and collected on paper or can be left on the can. This will be removed in the recycling process. The cans must not have food inside, they must be rinsed with water so as not to contaminate the other materials in the container. The lid should be removed and positioned firmly back in the container to reduce the possibility of an animal sticking its head in and stuck in the container. [1];;
77bc5cdd-c72f-4d0f-9892-0dc1e74c7e3c;Metal lids; metal lids from jars, bottles or cans are collected in the metal container. They must be clean and not contaminated with food. Due to the small size of the lids, they are often lost on the way to recycling plants or sorting stations. These are too small to be identified by sorting machines and most often end up in the landfill. Our advice is to put these metal lids in another larger container of the same metal. Also, if the lid has a plastic cover, be sure to remove it before collecting it separately.
21894cf3-345a-4702-ba44-7783aefb9a41;Organic waste (vegetable waste, food waste); Organic waste generated in households will be collected separately from recyclable waste (paper, cardboard, plastic, glass, metals, etc.) as well as from residual household waste. they will donate, as much as possible, to children's centers, old people's homes, people in difficulty or they will be directed to animal shelters. They can also be directed to charities to be distributed to the locations mentioned above. Organic vegetable waste can be composted in the backyard, in a specially arranged corner, or in community urban gardens. If none of these options are possible, they will be handed over to the cleaner as a "wet fraction". dried ”(wilted leaves and flowers), thus ensuring a balance of compost nutrients (nitrogen, phosphorus, potassium). The compost obtained a few months after collection can be used as fertilizer in your own or community garden.; Wet wipes \n Paper handkerchiefs \n Liquid food (ex. milk) \n Plant debris affected by pests (may affect compost quality);
4c29a9e4-81d6-4e65-987b-0a1aafc687f2;Large electrical, electronic and household waste; A WEEE is recyclable if it meets at least one of the following requirements: \n - Plugs in \n - Uses batteries \n - Requires charging \n - Has a trash can image on wheels with an "X" (see below) \n - A complete list of WEEE can be found here. [1] - especially larger items such as televisions, refrigerators and freezers. - for batteries or small appliances - eg eco-friendly), or we can request the collection of WEEE at home, by telephone or through websites available to customers (eg Eco Positive) The collector will be asked what is the minimum quantity for which the collection is made from home / headquarters. \n Before handing over certain large electrical, electronic and household waste (eg mobile phones, tablets, laptops, smart TVs), it is advisable to delete personal data from them so as not to risk becoming known. and used by others. \n If we have WEEE that we no longer use, but is still functional, their most suitable destination is to donate, for example to the Free Cycle Bucharest group, or to sell them on various sites. (these are stored) \n; Some hazardous substances inside WEEE \n Some components of WEEE; WEEE treatment involves their initial sorting by type (refrigerators, CRT equipment, large appliances, IT, etc.). type of equipment there are different types of processes. The large ones - refrigerators, freezers - are dismantled by hand, then the fluids are extracted from them (freon and compressor oil, which are stored in special tanks and sent to specialized recyclers), after which they are crushed like any other waste. The metal parts are separated with the help of magnets, after which the pieces of polyurethane foam are chemically separated. The pieces of non-ferrous metals - those that are not attracted to magnets - are separated from the rest by various methods: centrifugation, immersion of the residue in a liquid (plastic and wood will float, but the metal sinks && since the pieces of iron have already been extracted, only non-ferrous metals remain at the bottom), with the help of electric currents, etc. [2]
e4224cc6-a4f4-43c0-b123-33d40953fbc4;Small electrical, electronic and household waste; A WEEE is recyclable if it meets at least one of the following requirements: \n - Plugs in \n - Uses batteries \n - Requires charging \n - Has a trash can image on wheels cut with an “X” (see below) Often, home appliance stores collect the old product when the new one is delivered - especially larger items such as televisions, refrigerators, and freezers. where there is no option to hand over the old appliance on delivery of the new one, the WEEE can be transported to specialized collection centers (which exist either in stores - for batteries or small appliances - eg Ecotic), or you can request collection from home WEEE, by telephone or through websites available to customers (eg Eco Positive) The collector will be asked what is the minimum quantity for which the collection is made at home / headquarters. \n Before handing over certain WEEE (ex . mobile phones, tablets, laptops, smart TVs), it is advisable to delete personal data from them, so as not to risk being known and used by others.; Cathode tubes of old TVs (they are stored) \n Some hazardous substances inside WEEE \n Some components of WEEE; After collection of electrical waste, it is loaded and transported safely to treatment and recycling operators. The treatment process includes several physical activities (dismantling / cutting, removal of harmful substances from WEEE by certain methods) which results in components (cables, motors, printed circuit boards) and materials (glass, plastic, metal, etc.). which will be subsequently subjected, as the case may be, to additional treatments, recovery, recycling and / or neutralization and non-polluting disposal. Finally, after neutralizing the hazardous substances in order to clean it, it results from meticulously organized technological processes, the secondary raw materials for their reintroduction into the economic circuit (eg the production of goods). 
b7390d8f-9182-4d7f-8bad-51d5298b7375;Aluminum cans; Any object made of metal can be recycled. The metal is divided into two groups: non-ferrous metals (aluminum, copper, zinc, etc.) and ferrous metals (steel / stainless steel / iron). Use a magnet to figure out which category you fall into. Non-ferrous metals are not magnetic, so the magnet will not stick to them, while ferrous metals are magnetic. \n Metal can come from many sources, from small and large electronics and appliances (some of which are made of different metals - gold, silver, zinc, steel, etc.) to objects used in construction or cans and cans for drinks. \n The most common and valuable recyclable material is aluminum. It is available in the form of doses of soft drinks, beer, energy drinks, bottles of perfume or deodorant aerosols; metal containers which have not been emptied of their contents. \n Metallic foil from various foods, such as chocolate or chips, As sorting in dedicated containers is not always done properly, manual sorting is usually done at specialized centers, and then mechanical sorting. uses an electromagnet to separate ferrous and non-ferrous metals. Each category of metal is then processed in a specific way. To make the separation process easier, in most cases the metal is recycled in the same containers as the plastic. They are then sorted at sorting stations. Metal waste must be collected by metal category and taken to specialized recovery centers, where it is sorted, washed, melted, cast into rolls, foil, ingot or roll, and then transformed into new objects.
4c1b5939-e1a8-4f49-8d4b-6dbeb4a51e48;Pre-production textile waste: This type of waste is specific to productive activities (tailoring workshops, clothing factories, knitting factories, spinning mills, etc.), being taken over by authorized collectors for this purpose. \n Most pre-production waste is used in the manufacture of non-woven textiles or can be used for energy by incineration, as a good raw material in the cement industry or in the generation of thermal agent. \n Textile waste from synthetic leather: With regard to synthetic fibers, options are limited, with few companies recycling polyester fabrics. For natural fibers, there are several possibilities for both cotton and wool, with recycled fibers and yarns made from post-consumer sources being available on the market. The recycling process involves: From a technological point of view, the recovery of textiles is achieved by:
b121ad5a-395b-4dd2-bf67-e302f41f8d72;Herbicides;
bd74d9a8-1775-4c3a-b06f-e66d122f7fb7;Fiber Optic; Fiber optic is a glass or plastic fiber that carries light along it. Fiber optics are widely used in telecommunications. They allow transmissions over longer distances and at higher bandwidths than other communication media. Fibers are used instead of metal cables because the signal is transmitted with lower losses and is immune to electromagnetic interference. Fiber optics are also used for lighting and image transport, allowing viewing in narrow areas. Some specially designed optical fibers are used in various other applications, including sensors and lasers; Unfortunately, in Romania fiber optics are of no interest to most collectors and there are not many recycling technologies.  It is burned in cement plants or incineration plants.;
52f57fd7-df49-4ed0-b37c-749599607700;Water filters; Most water filters are composed of the filter itself (carbon, resin, ion exchange, etc.). It helps to reduce the alkalinity of the water (limescale deposits) and also contains certain heavy metals, such as lead and copper, as well as plastic with the coding 5 (a type of hard recyclable plastic). \n After use, the water filters are left to dry for approx. 3 days. If possible, several used filters will be collected before being handed over to an authorized collector. It can be a collector of electrical and electronic waste - WEEE - ex. in the case of power purifiers. \n As they do not have a separate collection flow, it is recommended that you contact the manufacturer / distributor. You can contact him on his website, or consult the FAQ (Questions and Answers) section, to receive the most qualified instructions on collecting and handing over waste water filters. Many manufacturers have developed filter cartridge recycling programs as a component of social responsibility programs. \n If possible, try to repair the filter / replace some components. To avoid waste, buy high-quality filters with a long shelf life (even if their price is often higher). \nIf collection and recycling information is not available, the filters will be sent to the Recyclable Waste Collection Centers.
3c9753ce-3118-4c1b-8504-4ebf1c5c479f;Car filters ;;;
6616aa52-da64-4103-a0f1-f99804de7ac9;Cast iron;;;
e2a20316-5c50-4d6d-b021-121473f2d21e;Iron;;;
0ebe0e4a-4dbc-4aff-9371-063db3b0e4c8;Aluminum foil; Aluminum foil is collected separately for recycling only if it is clean and free of household debris that can contaminate other packaging. If the foil is slightly soiled, it is recommended to rinse it and reuse it (if possible). Being a thin material that can be easily destroyed, it is lumped and placed in a metal container. Check beforehand if the collector also picks up this type of material. If the aluminum foil is dirty, it should be disposed of as household waste, as it is contaminated and cannot be recycled. [2];;
df5fa8ce-4495-4259-b708-1174afa61bc4;Plastic foil;;;
f2a4c884-f915-4131-b6e0-57b1ff291b06;Plastic bottles (eg detergent, shampoo, etc.); Collect all HDPE containers (used in most detergent packaging, laundry conditioner, bleach, shampoo, conditioner, cleaning products) \n Containers, with or without lids, collects without removing the labels, they are removed during the recycling process. \n If possible, it is preferable to wash them with water and dry them beforehand. Solid or liquid waste can contaminate other recyclable waste that comes in contact with it. It also complicates the automatic sorting process and can even damage the equipment in the sorting and recycling facilities. \n Containers are pressed as much as possible to reduce volume; Containers of products containing chemicals (eg caustic soda products). plastic, as they may contain hazardous substances). \n Bottles for mineral (motor) oils, as some recyclers explicitly require that they not be placed in plastic collection containers. Although they are made of HDPE, they often contain traces of mineral oil; The waste enters a conveyor belt, where it is cleaned, then sorted by color, then enters the grinding-washing lines, where it is shredded, washed repeatedly and dried. HDPE (high density polyethylene) and LDPE (low density polyethylene) are recycled in a similar way to PET bottles. What is different is the final product: they are transformed into recycled raw materials for durable plastic items - tables, chairs, benches, trash cans, buckets, rulers, etc. Recycled LDPE can also be used to make plasticized wood or plastic wrap. [2] Unlike PETs, however, LDPE (low density polyethylene) plastic bags must be melted after being chopped and washed. In the end, some polyethylene or polypropylene granules are obtained, from which foils, garbage bags, even molded plastic products are produced.
f444d293-ef90-4ff7-a238-9da8e1d398e9;Edible fats; After use, the fat in the pan or saucepan is left to cool to a temperature close to that of the human body (so as not to cause burns if the fat comes into contact with the skin). The collection can be started if, by passing your hand lightly over the pan, you no longer feel hot steam. \n Strain the used grease, being careful not to mix the filtered grease with other impurities or water. Using a strainer and a funnel, pour the liquid fat into the collection container (which can be a plastic, metal or glass can). The collection container should be tightly closed so as not to give off unpleasant odors. \n When a sufficiently large quantity (eg 5 kg) has been collected, an authorized collector is contacted to pick up the containers at home / office. \n Many organizations that collect used cooking oil and grease in exchange offer edible cooking oils or cleaning products (eg sunflower, palm, olein, detergents); food fats with unfiltered impurities. \n Food fats mixed with water, mineral oils, motor oil, brake or transmission fluid, chemicals, food scraps or other waste .;
993450a9-e423-491e-874a-6b53b6170389;Glass, polystyrene, PVC (double glazed frames); Polystyrene is one of the most common materials, especially for disposable products, being very difficult to recycle. You can find it on the packaging with the code PS. At the moment, in Romania, there are not many collectors, being a material with a very low value. It often reaches the landfill. PVC or polyvinyl chloride is another type of plastic, but it cannot be used in Romania. Processing costs are high, but the final product is not of good quality. Profiles for double-glazed windows, some of the most common types of windows, are made of this material.;;
5de37ceb-1aff-461b-a053-05237896901d;Bags; Before handing the bags and other leather goods to the collector, it will be analyzed whether they can be reconditioned, painted, creatively recycled, so as to obtain beautiful “new” products at no cost. \n Although most leather waste can be reused, the number of organizations collecting this type of waste is very small, with most such waste being taken to cement factories for incineration. synthetic fibers, etc .;
d7ebbf94-a8f0-4d55-87ca-5bcd8e316030;Paper; The paper collected must be clean, free of food, beverages, oil, paint, etc. \n Collect the paper as compactly as possible, without clumping it. \n Remove any metal or plastic parts, such as: staples, clips, scotch tape, plastic wrap from envelopes. \n Collected for recycling: books, notebooks, office paper, shredded office paper, magazines, newspapers, catalogs and brochures, envelopes (without plastic inserts), non-plasticized paper bags, kraft paper. \n Milk and juice boxes are recycled separately in the plastic basket (Tetra Pak containers); paper napkins and towels && \n tax receipt, glossy wrapping paper && \n waxed paper (eg food containers such as salad boxes or Chinese food, paper for bulk food packaging, such as cold cuts) && \n laminated paper (eg posters, glossy magazine cover - a thin plastic film glued to the paper when torn) && \n cardboard coffee cups (waxed and plasticized) & glued paper (eg post-it); Cannot be recycled: See also for details about cardboard. At this stage, the recycled product is usually used in egg formations. [1]
6cb5d9ce-4591-48a6-a447-0a6f428f06e2;Clothes; Before handing over clothing or footwear to the collector, it will be considered whether they can be reconditioned, painted, recycled creatively, so as to obtain beautiful "new" products, with low costs and low impact on the environment. from textile waste can be reused, recycled or recycled [1], the number of organizations collecting textile waste is very small, and most of this waste is taken to cement factories for co-incineration. Clothing and other textile products must be collected separately from other waste. recyclable, put in clean bags, being previously washed. If the clothing is wearable, it can be donated to charities or sold as second-hand clothing & if deemed reusable, it can be used as a cleaning cloth. If it cannot be used for the purposes listed, but they are recyclable textiles, they will be transformed into textile fibers and used in the manufacture of thermal or sound-insulating materials or padding for chairs, benches, mattresses, etc. School suits and uniforms may be donated to be reused by other students (similar to passing baby clothes from one child to another). Pajamas and shirts can be cut into smaller pieces - cloths to be used for cleaning tiles, glass, etc., tablecloths or handkerchiefs, reusable; Linen (except cotton linen) \n Underwear \n Synthetic fibers of polyester and similar materials;
8db3a26d-22fc-4236-b469-db8a45a21263;Stainless steel;;;
66244f49-d7b8-4694-a60a-954b81574bb4;Toys; Once the toys are no longer wanted by the child or are partially or completely damaged, they will be sorted into several categories, depending on their condition (good / damaged), possibly by age groups. \n Good toys will be cleaned and donated. Consider: family members, friends, neighbors, kindergartens, hospitals, churches, charities, or charities. Another option is to sell on social networks and in online groups. \n The possibility of repairing the damaged ones will also be considered. \n Toys that cannot be repaired or are too damaged to be donated / sold will be collected according to the materials from which they are made (plastic, metal, wood, have batteries, etc.) and will be handed over for recycling to the centers. collection (after verifying that they are accepted). If they are not accepted, they will be handed over to the local cleaner, together with the household waste. \n Toy packaging is collected and recycled separately. As with toys, they will be sorted according to their composition (cardboard, plastic or combined - in which case the components of the packaging are separated as far as possible by type of material and collected together with similar waste); electrical components (will be delivered with small appliances - WEEE) - not recycled in Romania \n Toys that can be easily dismantled into recyclable components - not recycled in Romania \n As far as we know, in Romania recycling factories do not receive toys for recovery, they are generally sorted into categories and sent for export or co-incinerated in cement factories; batteries included. Another method is manual / creative recycling, in workshops organized with children and / or parents eager to experiment Recycled toys. Can recycled toys be made into decorative objects, new toys, handmade jewelry, but also pieces of furniture?
34897e65-6660-4514-8794-289c716a060c;Boxes; HDPE containers (used in most boxes and shuttles) are reused, as far as possible, for the same purpose as the original one (transport and storage, usually vegetables, fruits, bakery products, etc.). \n Certain damaged plastic crates, which can no longer be reused, are washed with water and dried for disposal at collection centers for recycling. \n Since not all collectors take all types of plastic waste, it is useful to ask the collector if they take plastic boxes before handing over the waste. For example, some containers accept only PET, others only foil or other types; Containers of products contaminated with hazardous chemicals; Although so resistant to degradation, PET is 100% recyclable. Recycled packaging can be used to make clothing (eg T-shirts, fleece blouses, etc.) Approximately 60% of the world's production of PET / HDPE / polyester from natural sources is used in textile fibers. There are large clothing manufacturers that use only fibers made from recycled PET / polyester, but the products are clean and hygienic, with the recycling process involving washing, removing impurities (such as label paper and lids) and contaminants, grinding, chopping, washing (again). ), drying and processing of flake material - raw material for textile fibers or other packaging of PET. 
1095f545-4593-4580-aabd-05b285b72b58;Advertising meshes; As meshes are used for advertising purposes and for the protection of building facades during their renovation, the responsibility for their collection and delivery for recycling / recovery belongs to the beneficiary or construction companies, as the case may be. \n Worn meshes, like banners, can be targeted to organizations (companies, NGOs) which, after cleaning, use them as a raw material for making various decoration products or fashion accessories - storage baskets, bags, purses, wallets, covers, pens, folders, etc.; Meshes contaminated with hazardous or badly damaged substances; Meshes are recycled similar to other plastic / PVC waste.
e7f32612-7387-4478-820e-e7f34f9c28dd;Wooden furniture; In Romania there is no infrastructure to ensure separate waste collection containers for wood (eg old or damaged furniture).  Legal entities have the obligation to collect separately the wood waste generated (usually from wooden packaging - pallet boxes, but also from wood processing - sawdust and, less often, from furniture replacement). These are subsequently collected by specially authorized companies. \n Since the collection of old furniture implies the need to ensure adequate space, which is a problem for most families, one of the feasible solutions is to turn to the companies for the collection and recycling of old furniture. \n When contacting the furniture collection company, citizens should provide it with some necessary information, such as: the materials from which the old furniture is made (eg solid wood, MDF, contains glass, metal, etc.), in which degree of wear is (if it can be restored or is irreparably destroyed), size and quantity. Most of the old furniture collection companies can also request pictures of the recycled furniture. [1] \n Another great solution to get rid of old furniture is to work with your local sanitation company. Some companies offer free lifting of furniture, at certain dates and time intervals or within certain quantitative limits (eg free of charge for 1 sofa or 2 armchairs, but for a fee to pick up a larger quantity). Also, more and more town halls are organizing “disposal” campaigns in collaboration with local sanitation companies, which are advertised on the websites of the respective town halls or in local newspapers.;Wastes from composite materials whose separation for recycling involves a high cost .; Wood waste is taken to recovery centers, where it is tested for contaminated wood waste (painted wood) and unwanted materials such as dust, rocks, garbage. When it comes to treated wood, the preservatives used are more problematic. As it is not easy to see whether or not the wood used has pollutants, there are no companies anywhere that accept the recovery of recyclable materials contained in wood of different origins. The risk of harmful substances affecting the atmosphere during chopping or heat treatment of wood is very high. Therefore, the recycling of treated wood is generally abandoned, it is incinerated or gasified in installations specially designed for energy production, transformed into charcoal by thermal processes or cellulose [2] Recycling - durability versus quality
c207c61f-b3de-451c-8044-7201cc200d4e;Facial masks; Masks and gloves have a special collection regime, being a hazardous waste. The concern for the collection of non-recyclable plastic facial masks has existed since they began to be widely used. Various shopping malls have set up special masks to collect masks for responsible disposal. From March 2021, disposable masks can be collected in a pilot environmental project initiated by the organization "My City, My Colors", with the support of Kaufland Romania. These can be collected in the 17 Kaufland stores in Bucharest. Another option for safe collection of masks and gloves is the baskets dedicated to hazardous waste located in large malls or supermarkets, a basket marked with yellow and the radioactive symbol .;
c3f05af0-9815-4782-976a-d7f9be84f588;Medicines; All types of medicines are hazardous waste, so they must be collected separately and NOT thrown in the trash, toilet or sink after the expiry date. Medicines can be delivered free of charge to pharmacies for final disposal by incineration. However, only some pharmacies have contracts with companies specializing in the disposal of hazardous waste and a functional system for taking medicines. [1] They are collected in special packaging that ensures safe transport to the place of incineration. Expired medicines must be collected so as not to contaminate the soil and groundwater, firstly because it is harmful to our health and secondly because has harmful effects on plants and animals. Medicines can cause environmental damage, as water filtration systems are not effective in removing harmful substances. Here you will find a model report for the delivery of medicines.
6f075e2f-3213-4dbf-b890-d194987a6a64;Steel;;;
008db465-7f09-4765-bbfd-479897a323e4;Car windshields (glass); Although the first thought would tell you that they are recycled in the glass container, the windshields have a special collection regime, being made of 2 materials: glass and plastic. Companies that sell windshields usually work with companies that can recycle them. Ask your supplier what you can do with your old windshield when you buy a new one. Thus, through the combination of materials the windshield becomes stronger, resisting minor damage. [1];;
